state,year,month,total_consumption_ML,domestic_ML,agriculture_ML,industrial_ML,population_est
Maharashtra,2015,9,404216.09,400584.23,2843.19,788.67,1630555
Maharashtra,2015,10,295867.89,292909.42,2372.78,585.69,1630555
Maharashtra,2015,11,425610.51,423573.1,1702.86,334.55,1630555
Maharashtra,2015,12,486788.97,483698.08,2544.38,546.5,1630555
Maharashtra,2016,1,454475.54,452352.75,1850.68,272.11,1646860
Maharashtra,2016,2,400581.78,397062.71,3280.39,238.68,1646860
Maharashtra,2016,3,590930.88,588696.04,2094.95,139.89,1646860
Maharashtra,2016,4,584826.29,581962.54,2278.14,585.6,1646860
Maharashtra,2016,5,444189.88,440552.41,3105.44,532.03,1646860
Maharashtra,2016,6,532577.83,528761.87,2992.97,823.0,1646860
Maharashtra,2016,7,467409.55,466105.69,1162.38,141.48,1646860
Maharashtra,2016,8,387961.93,385553.7,2256.03,152.2,1646860
Maharashtra,2016,9,461617.91,460354.38,1130.69,132.85,1646860
Maharashtra,2016,10,473938.75,470908.22,2741.61,288.92,1646860
Maharashtra,2016,11,411528.12,409231.52,1949.13,347.47,1646860
Maharashtra,2016,12,490689.1,487660.43,2877.91,150.76,1646860
Maharashtra,2017,1,461732.59,458171.78,3011.48,549.33,1663166
Maharashtra,2017,2,479056.64,476109.81,2427.68,519.15,1663166
Maharashtra,2017,3,525392.86,522536.23,2456.5,400.13,1663166
Maharashtra,2017,4,531219.03,528532.87,2414.59,271.56,1663166
Maharashtra,2017,5,596083.51,592032.17,3120.52,930.82,1663166
Maharashtra,2017,6,405816.86,404093.63,1338.33,384.9,1663166
Maharashtra,2017,7,613410.31,612135.96,1207.8,66.55,1663166
Maharashtra,2017,8,477356.92,475499.83,1467.38,389.71,1663166
Maharashtra,2017,9,372057.82,369848.97,2086.37,122.47,1663166
Maharashtra,2017,10,392969.16,390944.42,1616.89,407.85,1663166
Maharashtra,2017,11,497314.31,494518.62,2224.47,571.22,1663166
Maharashtra,2017,12,431418.81,429478.62,1738.13,202.07,1663166
Maharashtra,2018,1,502065.61,499976.55,1698.9,390.15,1679471
Maharashtra,2018,2,441930.85,440446.18,1287.45,197.22,1679471
Maharashtra,2018,3,469736.04,467382.23,1987.52,366.29,1679471
Maharashtra,2018,4,469040.67,467891.24,904.99,244.44,1679471
Maharashtra,2018,5,534666.77,532517.31,1808.49,340.98,1679471
Maharashtra,2018,6,546844.05,544289.87,2333.92,220.25,1679471
Maharashtra,2018,7,422883.44,420490.19,2247.14,146.1,1679471
Maharashtra,2018,8,409377.1,407927.03,1181.33,268.73,1679471
Maharashtra,2018,9,435831.33,434426.88,1238.23,166.21,1679471
Maharashtra,2018,10,438166.29,436708.27,1360.43,97.59,1679471
Maharashtra,2018,11,360495.53,358737.44,1575.42,182.67,1679471
Maharashtra,2018,12,328993.59,326773.31,1848.01,372.26,1679471
Maharashtra,2019,1,629207.06,625422.56,2952.09,832.42,1695777
Maharashtra,2019,2,633060.83,631466.87,1436.88,157.07,1695777
Maharashtra,2019,3,485257.24,483050.75,2068.03,138.45,1695777
Maharashtra,2019,4,645213.96,641461.02,3343.75,409.19,1695777
Maharashtra,2019,5,614204.61,611264.93,2313.19,626.5,1695777
Maharashtra,2019,6,532448.61,530395.52,1657.84,395.26,1695777
Maharashtra,2019,7,417642.03,415484.14,1874.88,283.02,1695777
Maharashtra,2019,8,385001.59,382931.55,1846.56,223.48,1695777
Maharashtra,2019,9,353603.11,350696.58,2535.21,371.32,1695777
Maharashtra,2019,10,537767.4,536223.34,1443.06,101.01,1695777
Maharashtra,2019,11,331643.75,329483.09,1865.92,294.74,1695777
Maharashtra,2019,12,343882.85,340890.12,2544.44,448.29,1695777
Maharashtra,2020,1,400428.33,399357.37,962.35,108.61,1712082
Maharashtra,2020,2,440937.39,436678.13,3370.59,888.67,1712082
Maharashtra,2020,3,479089.26,477333.45,1664.42,91.38,1712082
Maharashtra,2020,4,632746.82,630495.36,1766.32,485.14,1712082
Maharashtra,2020,5,459126.8,456021.14,2701.42,404.24,1712082
Maharashtra,2020,6,437356.55,435629.21,1548.06,179.28,1712082
Maharashtra,2020,7,517273.07,515404.36,1721.09,147.62,1712082
Maharashtra,2020,8,558621.97,556369.11,1854.64,398.22,1712082
Maharashtra,2020,9,453608.06,450985.63,2446.42,176.0,1712082
Maharashtra,2020,10,468477.26,465245.24,3036.34,195.68,1712082
Maharashtra,2020,11,347413.84,345270.64,1976.68,166.52,1712082
Maharashtra,2020,12,464859.54,463692.58,998.12,168.84,1712082
Maharashtra,2021,1,581979.15,580051.52,1577.87,349.75,1728388
Maharashtra,2021,2,650009.11,647629.55,1915.96,463.6,1728388
Maharashtra,2021,3,421476.23,420041.92,1137.04,297.26,1728388
Maharashtra,2021,4,531400.68,528802.12,2117.25,481.31,1728388
Maharashtra,2021,5,599133.2,597650.59,1384.37,98.25,1728388
Maharashtra,2021,6,695959.08,694528.14,1339.72,91.22,1728388
Maharashtra,2021,7,614735.83,613154.61,1377.54,203.69,1728388
Maharashtra,2021,8,405206.6,402917.42,1985.98,303.21,1728388
Maharashtra,2021,9,497516.7,493872.99,2846.54,797.17,1728388
Maharashtra,2021,10,321056.82,318105.47,2336.02,615.33,1728388
Maharashtra,2021,11,377568.97,373942.75,3126.7,499.51,1728388
Maharashtra,2021,12,348965.25,345033.82,3367.18,564.25,1728388
Maharashtra,2022,1,374452.34,371909.63,2304.09,238.63,1744693
Maharashtra,2022,2,413716.14,410897.93,2337.78,480.43,1744693
Maharashtra,2022,3,580098.67,576859.73,3075.36,163.58,1744693
Maharashtra,2022,4,653100.55,650484.12,2196.11,420.31,1744693
Maharashtra,2022,5,625933.5,623954.4,1730.9,248.2,1744693
Maharashtra,2022,6,460266.3,457727.0,2187.68,351.62,1744693
Maharashtra,2022,7,375674.36,373415.54,1834.62,424.2,1744693
Maharashtra,2022,8,526020.79,523992.09,1887.31,141.39,1744693
Maharashtra,2022,9,388350.62,385197.26,2996.28,157.08,1744693
Maharashtra,2022,10,345723.21,343570.37,1802.07,350.77,1744693
Maharashtra,2022,11,339691.59,335260.06,3559.09,872.44,1744693
Maharashtra,2022,12,542264.07,539409.75,2365.4,488.92,1744693
Maharashtra,2023,1,557360.7,554128.76,2621.05,610.89,1760999
Maharashtra,2023,2,643022.47,639526.7,3166.71,329.05,1760999
Maharashtra,2023,3,445221.44,442325.01,2494.89,401.54,1760999
Maharashtra,2023,4,617007.61,614583.21,2288.14,136.26,1760999
Maharashtra,2023,5,622335.3,618554.98,3154.47,625.86,1760999
Maharashtra,2023,6,447584.92,446192.88,1074.93,317.12,1760999
Maharashtra,2023,7,484354.05,482431.41,1599.05,323.59,1760999
Maharashtra,2023,8,515370.24,514075.56,1016.73,277.96,1760999
Maharashtra,2023,9,420211.81,418624.61,1253.82,333.38,1760999
Maharashtra,2023,10,545623.77,543670.95,1542.54,410.29,1760999
Maharashtra,2023,11,522696.11,518796.45,3486.09,413.58,1760999
Maharashtra,2023,12,564007.26,563090.54,769.58,147.15,1760999
Maharashtra,2024,1,473140.75,470749.85,1988.6,402.29,1777304
Maharashtra,2024,2,671737.75,669721.37,1708.98,307.4,1777304
Maharashtra,2024,3,570605.59,569164.94,1202.56,238.08,1777304
Maharashtra,2024,4,679428.97,676626.48,2627.28,175.21,1777304
Maharashtra,2024,5,460097.29,457345.59,2377.48,374.22,1777304
Maharashtra,2024,6,576713.74,574557.31,1753.04,403.39,1777304
Maharashtra,2024,7,563346.54,560967.98,1966.79,411.77,1777304
Maharashtra,2024,8,495512.5,494141.32,1120.13,251.05,1777304
Maharashtra,2024,9,423021.96,419092.29,3530.56,399.11,1777304
Maharashtra,2024,10,368479.65,366024.04,2100.35,355.26,1777304
Maharashtra,2024,11,401305.4,398479.39,2295.28,530.73,1777304
Maharashtra,2024,12,465211.45,461979.22,2847.42,384.81,1777304
Maharashtra,2025,1,467392.17,463695.85,3295.38,400.93,1793610
Maharashtra,2025,2,520864.23,519617.83,1172.45,73.95,1793610
Maharashtra,2025,3,509128.05,507819.54,1170.25,138.25,1793610
Maharashtra,2025,4,731768.47,729335.1,2160.32,273.05,1793610
Maharashtra,2025,5,599308.54,597051.67,1737.05,519.81,1793610
Maharashtra,2025,6,540800.82,538448.62,1916.17,436.03,1793610
Maharashtra,2025,7,486569.75,482451.15,3824.62,293.97,1793610
Maharashtra,2025,8,582669.06,579608.3,2775.12,285.64,1793610
Maharashtra,2025,9,364861.79,362917.07,1692.08,252.64,1793610
Maharashtra,2025,10,466865.18,462787.98,3457.64,619.55,1793610
Maharashtra,2025,11,541024.52,538179.53,2382.97,462.03,1793610
Maharashtra,2025,12,611991.79,608497.14,3156.61,338.04,1793610
Manipur,2015,1,631822.71,630453.91,1163.85,204.95,2573089
Manipur,2015,2,792183.13,790327.13,1577.89,278.11,2573089
Manipur,2015,3,621780.33,620473.79,1130.49,176.04,2573089
Manipur,2015,4,873622.49,871515.07,1706.14,401.28,2573089
Manipur,2015,5,988196.76,985680.0,2218.4,298.36,2573089
Manipur,2015,6,794911.46,792869.0,1648.83,393.63,2573089
Manipur,2015,7,678564.44,677302.86,1140.18,121.4,2573089
Manipur,2015,8,740548.0,738689.58,1740.5,117.93,2573089
Manipur,2015,9,651443.86,648469.81,2650.11,323.93,2573089
Manipur,2015,10,490379.87,487090.81,2873.68,415.39,2573089
Manipur,2015,11,684651.56,681503.43,2904.57,243.56,2573089
Manipur,2015,12,612646.31,611407.42,988.89,250.0,2573089
Manipur,2016,1,640747.85,637858.35,2438.38,451.12,2598819
Manipur,2016,2,798652.43,796694.7,1674.83,282.9,2598819
Manipur,2016,3,910410.73,906769.1,2998.8,642.83,2598819
Manipur,2016,4,1070924.54,1068473.06,1899.72,551.76,2598819
Manipur,2016,5,817686.05,815240.28,2201.11,244.66,2598819
Manipur,2016,6,931676.79,929442.29,2000.2,234.3,2598819
Manipur,2016,7,879836.26,877797.69,1741.89,296.68,2598819
Manipur,2016,8,750317.24,748158.09,1963.59,195.56,2598819
Manipur,2016,9,835579.73,833502.16,1824.37,253.19,2598819
Manipur,2016,10,612552.55,610111.8,2057.89,382.86,2598819
Manipur,2016,11,678012.78,675905.97,1928.82,177.98,2598819
Manipur,2016,12,554375.01,551350.73,2517.64,506.64,2598819
Manipur,2017,1,837498.56,835258.94,1802.82,436.81,2624550
Manipur,2017,2,765232.53,761099.89,3292.64,840.0,2624550
Manipur,2017,3,1041089.87,1039873.0,1088.7,128.17,2624550
Manipur,2017,4,1059953.89,1059102.2,796.69,54.99,2624550
Manipur,2017,5,754856.42,753192.37,1397.45,266.61,2624550
Manipur,2017,6,592435.82,590503.57,1677.34,254.91,2624550
Manipur,2017,7,599926.86,596623.94,2680.69,622.24,2624550
Manipur,2017,8,510011.52,505794.18,3364.31,853.03,2624550
Manipur,2017,9,821022.28,819809.61,942.68,269.99,2624550
Manipur,2017,10,632591.43,629453.25,2684.3,453.87,2624550
Manipur,2017,11,832349.94,830795.5,1245.57,308.87,2624550
Manipur,2017,12,745420.99,741672.79,2915.75,832.44,2624550
Manipur,2018,1,583042.76,580552.69,1973.68,516.39,2650281
Manipur,2018,2,655381.99,654094.91,1074.97,212.11,2650281
Manipur,2018,3,891310.71,889444.2,1628.74,237.78,2650281
Manipur,2018,4,1011303.11,1009244.64,1904.84,153.62,2650281
Manipur,2018,5,1088817.92,1086993.66,1729.62,94.64,2650281
Manipur,2018,6,644142.47,641288.72,2334.38,519.38,2650281
Manipur,2018,7,703270.51,699999.16,2788.56,482.78,2650281
Manipur,2018,8,887142.89,884540.2,2238.75,363.94,2650281
Manipur,2018,9,558811.89,557045.36,1588.42,178.12,2650281
Manipur,2018,10,586361.5,583517.8,2512.53,331.17,2650281
Manipur,2018,11,574866.68,573500.62,1174.16,191.9,2650281
Manipur,2018,12,720937.51,717855.45,2550.7,531.36,2650281
Manipur,2019,1,920007.14,919085.73,848.05,73.36,2676012
Manipur,2019,2,739630.86,737962.48,1413.32,255.06,2676012
Manipur,2019,3,966156.34,964391.21,1572.4,192.73,2676012
Manipur,2019,4,919836.32,918704.67,1057.68,73.98,2676012
Manipur,2019,5,844258.02,840555.68,2934.69,767.65,2676012
Manipur,2019,6,953410.25,950418.57,2383.68,608.01,2676012
Manipur,2019,7,739964.99,737736.45,1881.29,347.25,2676012
Manipur,2019,8,753135.35,748812.21,3389.21,933.94,2676012
Manipur,2019,9,828392.87,824915.79,2756.02,721.07,2676012
Manipur,2019,10,667654.11,665386.44,2090.52,177.15,2676012
Manipur,2019,11,585781.64,583033.8,2461.75,286.1,2676012
Manipur,2019,12,662579.31,660026.04,2235.87,317.41,2676012
Manipur,2020,1,814170.82,812893.06,1054.14,223.62,2701743
Manipur,2020,2,958224.85,956211.77,1583.64,429.43,2701743
Manipur,2020,3,951483.96,949506.97,1742.71,234.27,2701743
Manipur,2020,4,1070005.63,1066569.69,2767.69,668.25,2701743
Manipur,2020,5,863128.52,860457.81,2210.54,460.17,2701743
Manipur,2020,6,1079315.52,1077529.57,1532.68,253.26,2701743
Manipur,2020,7,868821.49,866359.68,2312.48,149.33,2701743
Manipur,2020,8,940178.77,936509.67,2898.23,770.86,2701743
Manipur,2020,9,748487.96,744881.87,2841.44,764.65,2701743
Manipur,2020,10,556822.79,555616.66,967.2,238.93,2701743
Manipur,2020,11,818667.47,817085.37,1340.74,241.36,2701743
Manipur,2020,12,868752.55,866463.28,2084.01,205.27,2701743
Manipur,2021,1,700828.3,697711.88,2497.45,618.96,2727474
Manipur,2021,2,898087.39,894938.45,2868.03,280.9,2727474
Manipur,2021,3,671434.75,667752.93,3008.44,673.38,2727474
Manipur,2021,4,870862.53,867502.82,2987.75,371.96,2727474
Manipur,2021,5,649637.33,648135.75,1268.53,233.05,2727474
Manipur,2021,6,1043217.76,1039209.99,3589.6,418.17,2727474
Manipur,2021,7,781118.87,778303.2,2460.15,355.51,2727474
Manipur,2021,8,529969.83,529016.41,818.29,135.13,2727474
Manipur,2021,9,688537.54,687559.27,822.1,156.18,2727474
Manipur,2021,10,600955.4,599263.03,1469.34,223.04,2727474
Manipur,2021,11,588702.91,586279.89,2224.3,198.73,2727474
Manipur,2021,12,810202.97,807742.26,2283.52,177.2,2727474
Manipur,2022,1,789297.77,788243.76,891.78,162.22,2753205
Manipur,2022,2,875983.33,871857.77,3474.83,650.73,2753205
Manipur,2022,3,952795.89,950366.05,2098.13,331.71,2753205
Manipur,2022,4,1099983.3,1096907.81,2802.99,272.5,2753205
Manipur,2022,5,1013384.78,1011620.2,1433.0,331.58,2753205
Manipur,2022,6,730954.34,729972.44,799.07,182.83,2753205
Manipur,2022,7,653406.39,652135.54,1087.15,183.7,2753205
Manipur,2022,8,552930.74,549483.46,2804.92,642.37,2753205
Manipur,2022,9,630442.32,628111.73,2144.86,185.73,2753205
Manipur,2022,10,564300.9,561236.45,2750.69,313.75,2753205
Manipur,2022,11,654090.17,650869.86,2637.6,582.71,2753205
Manipur,2022,12,542644.75,538920.18,3178.63,545.94,2753205
Manipur,2023,1,958441.52,955575.23,2457.67,408.61,2778936
Manipur,2023,2,969450.28,965860.1,3258.62,331.55,2778936
Manipur,2023,3,1137688.34,1134662.64,2806.61,219.09,2778936
Manipur,2023,4,823905.92,820900.89,2401.95,603.08,2778936
Manipur,2023,5,1127617.12,1124749.44,2439.88,427.8,2778936
Manipur,2023,6,645777.79,643973.04,1648.48,156.27,2778936
Manipur,2023,7,880456.39,878639.47,1409.55,407.37,2778936
Manipur,2023,8,630233.29,627520.82,2198.1,514.37,2778936
Manipur,2023,9,731394.33,728140.75,3034.69,218.89,2778936
Manipur,2023,10,733181.15,731855.64,1215.98,109.53,2778936
Manipur,2023,11,726007.89,723178.68,2346.05,483.15,2778936
Manipur,2023,12,618972.1,616502.8,2007.43,461.87,2778936
Manipur,2024,1,834618.74,831787.45,2203.72,627.57,2804667
Manipur,2024,2,966755.91,965682.24,921.47,152.2,2804667
Manipur,2024,3,1132253.82,1130713.35,1334.21,206.26,2804667
Manipur,2024,4,912003.71,908938.06,2465.1,600.55,2804667
Manipur,2024,5,680700.31,678055.48,2326.16,318.67,2804667
Manipur,2024,6,865531.51,863832.7,1577.59,121.22,2804667
Manipur,2024,7,653572.53,652378.98,1106.25,87.3,2804667
Manipur,2024,8,953061.94,949634.38,2834.16,593.4,2804667
Manipur,2024,9,774639.17,770850.55,3094.58,694.03,2804667
Manipur,2024,10,732746.75,729819.87,2740.35,186.53,2804667
Manipur,2024,11,791619.57,789325.19,1903.72,390.66,2804667
Manipur,2024,12,928152.33,925736.78,1922.93,492.62,2804667
Manipur,2025,1,780611.11,779376.66,1004.04,230.41,2830397
Manipur,2025,2,1011631.27,1010585.6,946.06,99.6,2830397
Manipur,2025,3,815073.25,812451.22,2302.23,319.79,2830397
Manipur,2025,4,1109359.41,1107230.28,1967.84,161.29,2830397
Manipur,2025,5,1062308.52,1060158.42,1830.74,319.35,2830397
Manipur,2025,6,809418.76,807889.52,1330.21,199.03,2830397
Manipur,2025,7,603006.86,598710.72,3427.43,868.71,2830397
Manipur,2025,8,762788.08,760785.48,1622.45,380.15,2830397
Manipur,2025,9,802341.39,800265.72,1686.74,388.92,2830397
Manipur,2025,10,579902.37,577584.42,2170.62,147.33,2830397
Manipur,2025,11,675840.16,673002.42,2367.07,470.66,2830397
Manipur,2025,12,927117.66,926030.33,948.5,138.83,2830397
Meghalaya,2015,1,1010328.52,1007619.72,2415.24,293.56,4293100
Meghalaya,2015,2,1117229.98,1114478.44,2609.01,142.53,4293100
Meghalaya,2015,3,1365494.05,1364508.87,871.53,113.66,4293100
Meghalaya,2015,4,1138409.11,1137303.76,907.47,197.89,4293100
Meghalaya,2015,5,1644980.48,1643120.89,1657.64,201.95,4293100
Meghalaya,2015,6,1087564.66,1086002.45,1412.2,150.01,4293100
Meghalaya,2015,7,1268815.98,1266070.1,2307.35,438.53,4293100
Meghalaya,2015,8,997637.26,996091.06,1458.94,87.26,4293100
Meghalaya,2015,9,971536.57,968370.31,2720.56,445.71,4293100
Meghalaya,2015,10,1186752.31,1184797.71,1793.25,161.35,4293100
Meghalaya,2015,11,1027922.7,1026085.67,1560.67,276.36,4293100
Meghalaya,2015,12,845072.62,843184.37,1504.63,383.63,4293100
Meghalaya,2016,1,1305500.82,1303657.88,1608.46,234.47,4336031
Meghalaya,2016,2,1623245.07,1620221.95,2606.9,416.23,4336031
Meghalaya,2016,3,1345436.12,1341879.2,3210.98,345.94,4336031
Meghalaya,2016,4,1658617.08,1656745.35,1494.68,377.05,4336031
Meghalaya,2016,5,1659828.04,1658194.12,1437.64,196.28,4336031
Meghalaya,2016,6,1106214.76,1105185.5,885.22,144.05,4336031
Meghalaya,2016,7,1160422.26,1158033.0,2143.91,245.35,4336031
Meghalaya,2016,8,989099.34,986951.03,1828.79,319.51,4336031
Meghalaya,2016,9,923122.0,921236.81,1517.23,367.96,4336031
Meghalaya,2016,10,1054529.65,1051833.84,2184.64,511.17,4336031
Meghalaya,2016,11,876015.24,872939.33,2805.1,270.81,4336031
Meghalaya,2016,12,921074.56,919590.19,1199.93,284.43,4336031
Meghalaya,2017,1,1258492.57,1255050.11,2818.01,624.45,4378962
Meghalaya,2017,2,997301.77,995106.27,1815.28,380.22,4378962
Meghalaya,2017,3,1039566.16,1038499.05,955.9,111.21,4378962
Meghalaya,2017,4,1629818.77,1626534.25,2915.17,369.35,4378962
Meghalaya,2017,5,1063671.75,1060510.54,2695.05,466.15,4378962
Meghalaya,2017,6,1585059.71,1583617.22,1290.97,151.52,4378962
Meghalaya,2017,7,1093555.63,1089423.7,3224.76,907.18,4378962
Meghalaya,2017,8,946331.5,943030.87,2564.85,735.78,4378962
Meghalaya,2017,9,1357477.79,1355495.25,1529.14,453.4,4378962
Meghalaya,2017,10,890535.4,887367.64,2791.71,376.04,4378962
Meghalaya,2017,11,907384.24,905300.88,1759.03,324.33,4378962
Meghalaya,2017,12,1518148.1,1515684.61,2046.34,417.15,4378962
Meghalaya,2018,1,1192591.04,1190406.17,1842.86,342.02,4421893
Meghalaya,2018,2,1600276.96,1599089.11,1077.13,110.72,4421893
Meghalaya,2018,3,1459989.3,1459033.24,907.3,48.76,4421893
Meghalaya,2018,4,1285575.01,1283622.64,1636.12,316.24,4421893
Meghalaya,2018,5,1814971.6,1811789.68,2553.25,628.66,4421893
Meghalaya,2018,6,1150159.92,1148778.02,1133.68,248.22,4421893
Meghalaya,2018,7,1337644.24,1333851.62,2925.06,867.56,4421893
Meghalaya,2018,8,1217519.28,1215888.29,1297.46,333.54,4421893
Meghalaya,2018,9,966267.38,963056.52,2677.93,532.93,4421893
Meghalaya,2018,10,1073407.14,1071445.49,1723.38,238.26,4421893
Meghalaya,2018,11,1212303.2,1209627.77,2279.87,395.55,4421893
Meghalaya,2018,12,1394290.11,1391803.4,2099.98,386.72,4421893
Meghalaya,2019,1,1506942.76,1504002.79,2695.63,244.34,4464824
Meghalaya,2019,2,1797473.94,1796295.57,1118.28,60.09,4464824
Meghalaya,2019,3,1801343.48,1799335.61,1587.56,420.3,4464824
Meghalaya,2019,4,1920318.97,1918262.05,1675.61,381.3,4464824
Meghalaya,2019,5,1150124.16,1148033.13,1745.76,345.27,4464824
Meghalaya,2019,6,1406407.0,1402926.92,2691.02,789.07,4464824
Meghalaya,2019,7,974012.87,971646.55,2212.27,154.04,4464824
Meghalaya,2019,8,1248286.43,1246243.18,1876.72,166.53,4464824
Meghalaya,2019,9,1361319.22,1359064.1,1764.98,490.13,4464824
Meghalaya,2019,10,902823.67,901073.21,1484.43,266.02,4464824
Meghalaya,2019,11,981171.17,979859.14,1232.48,79.55,4464824
Meghalaya,2019,12,1119768.26,1116635.29,2635.62,497.35,4464824
Meghalaya,2020,1,1259377.66,1256819.54,2404.87,153.25,4507755
Meghalaya,2020,2,1557124.73,1553406.81,2972.03,745.89,4507755
Meghalaya,2020,3,1219232.83,1217340.6,1510.2,382.03,4507755
Meghalaya,2020,4,1704032.96,1701108.77,2720.02,204.17,4507755
Meghalaya,2020,5,1673134.79,1670408.82,2507.33,218.63,4507755
Meghalaya,2020,6,1463986.66,1460522.62,3017.8,446.24,4507755
Meghalaya,2020,7,1574939.33,1573920.51,948.42,70.41,4507755
Meghalaya,2020,8,1292555.61,1290103.74,1908.64,543.23,4507755
Meghalaya,2020,9,898759.05,897211.29,1382.59,165.16,4507755
Meghalaya,2020,10,1356438.4,1353769.01,2217.98,451.41,4507755
Meghalaya,2020,11,1166016.35,1164829.22,1016.21,170.93,4507755
Meghalaya,2020,12,1342810.72,1339248.7,2878.85,683.16,4507755
Meghalaya,2021,1,1660953.06,1659927.64,905.27,120.15,4550686
Meghalaya,2021,2,1241381.8,1239137.21,1934.93,309.66,4550686
Meghalaya,2021,3,1512667.15,1510353.52,2119.58,194.05,4550686
Meghalaya,2021,4,1398199.96,1395085.03,2513.71,601.22,4550686
Meghalaya,2021,5,1644776.52,1642735.98,1742.46,298.08,4550686
Meghalaya,2021,6,1470663.53,1467579.1,2588.99,495.44,4550686
Meghalaya,2021,7,1491890.38,1490733.41,1084.67,72.3,4550686
Meghalaya,2021,8,1565369.43,1561737.57,3409.85,222.01,4550686
Meghalaya,2021,9,1119429.71,1117415.92,1563.93,449.87,4550686
Meghalaya,2021,10,1216849.53,1214740.97,1755.92,352.64,4550686
Meghalaya,2021,11,1034420.15,1030799.69,3200.55,419.91,4550686
Meghalaya,2021,12,1084169.61,1082786.78,1102.78,280.06,4550686
Meghalaya,2022,1,1303984.0,1301818.21,2003.22,162.57,4593617
Meghalaya,2022,2,1738660.26,1734649.45,3117.18,893.62,4593617
Meghalaya,2022,3,1426480.98,1425171.94,1196.52,112.52,4593617
Meghalaya,2022,4,1637526.4,1635217.92,1822.83,485.65,4593617
Meghalaya,2022,5,1112609.45,1109098.58,2761.16,749.71,4593617
Meghalaya,2022,6,1632805.57,1628790.38,3543.34,471.85,4593617
Meghalaya,2022,7,1343264.54,1342262.1,916.09,86.35,4593617
Meghalaya,2022,8,908600.11,905425.66,3017.37,157.07,4593617
Meghalaya,2022,9,1324598.75,1323024.86,1497.03,76.85,4593617
Meghalaya,2022,10,1458893.79,1454370.4,3551.17,972.23,4593617
Meghalaya,2022,11,1273874.38,1271839.64,1708.89,325.85,4593617
Meghalaya,2022,12,959607.2,955856.02,3456.7,294.48,4593617
Meghalaya,2023,1,1142535.05,1139738.31,2524.06,272.68,4636548
Meghalaya,2023,2,1043483.55,1039176.96,3322.21,984.38,4636548
Meghalaya,2023,3,1801024.04,1798597.09,2054.59,372.36,4636548
Meghalaya,2023,4,1537688.96,1534851.35,2281.41,556.2,4636548
Meghalaya,2023,5,1552932.28,1551371.93,1435.42,124.93,4636548
Meghalaya,2023,6,1585017.21,1581539.82,2808.79,668.6,4636548
Meghalaya,2023,7,1358542.97,1355090.58,2664.43,787.97,4636548
Meghalaya,2023,8,1091328.28,1089454.29,1614.76,259.23,4636548
Meghalaya,2023,9,883517.87,878685.35,3980.83,851.69,4636548
Meghalaya,2023,10,1149043.49,1147522.53,1264.23,256.74,4636548
Meghalaya,2023,11,1323999.0,1322003.78,1805.1,190.11,4636548
Meghalaya,2023,12,1011460.21,1008882.49,2042.97,534.75,4636548
Meghalaya,2024,1,1623154.96,1620590.98,2309.27,254.72,4679479
Meghalaya,2024,2,1193478.31,1188978.92,3735.82,763.56,4679479
Meghalaya,2024,3,1968173.49,1966383.47,1604.97,185.05,4679479
Meghalaya,2024,4,1582355.05,1580250.26,1927.63,177.16,4679479
Meghalaya,2024,5,1334294.45,1333191.11,1027.74,75.6,4679479
Meghalaya,2024,6,1193743.83,1191957.7,1484.54,301.58,4679479
Meghalaya,2024,7,1051588.34,1048367.36,3015.22,205.76,4679479
Meghalaya,2024,8,1497152.52,1494151.13,2378.86,622.54,4679479
Meghalaya,2024,9,1258543.35,1255911.04,2483.64,148.68,4679479
Meghalaya,2024,10,840173.29,838250.71,1585.93,336.65,4679479
Meghalaya,2024,11,1236163.88,1233125.92,2371.27,666.7,4679479
Meghalaya,2024,12,1191607.03,1188605.2,2411.2,590.63,4679479
Meghalaya,2025,1,1603692.17,1600838.18,2243.4,610.59,4722410
Meghalaya,2025,2,1262909.83,1260878.91,1910.05,120.87,4722410
Meghalaya,2025,3,1821556.82,1819159.47,1879.76,517.59,4722410
Meghalaya,2025,4,1888868.86,1886212.48,2206.24,450.13,4722410
Meghalaya,2025,5,1535295.36,1533462.58,1560.43,272.35,4722410
Meghalaya,2025,6,1447064.17,1444824.7,2064.07,175.4,4722410
Meghalaya,2025,7,1389547.36,1387712.84,1520.32,314.19,4722410
Meghalaya,2025,8,1443557.89,1439763.51,3249.65,544.72,4722410
Meghalaya,2025,9,1124113.99,1121674.12,1932.9,506.97,4722410
Meghalaya,2025,10,1423385.15,1421442.8,1791.74,150.61,4722410
Meghalaya,2025,11,1289898.18,1287745.86,1956.0,196.31,4722410
Meghalaya,2025,12,1083345.5,1080550.25,2557.35,237.9,4722410
Mizoram,2015,1,927051.09,925266.95,1430.59,353.55,3569171
Mizoram,2015,2,907243.73,906263.4,811.97,168.35,3569171
Mizoram,2015,3,1498159.18,1496164.84,1562.24,432.1,3569171
Mizoram,2015,4,1393641.09,1391483.58,1911.4,246.12,3569171
Mizoram,2015,5,1205861.11,1204388.34,1140.57,332.2,3569171
Mizoram,2015,6,966971.65,965863.57,933.98,174.1,3569171
Mizoram,2015,7,1166789.22,1164019.99,2350.5,418.74,3569171
Mizoram,2015,8,872567.76,869721.16,2436.24,410.36,3569171
Mizoram,2015,9,1063229.64,1060835.29,1903.52,490.83,3569171
Mizoram,2015,10,773383.61,770873.4,2274.77,235.44,3569171
Mizoram,2015,11,895156.89,893110.12,1579.25,467.52,3569171
