state,crop,year,water_m3_per_ton
Himachal Pradesh,Rice,2024,2877.8
Himachal Pradesh,Rice,2025,2593.3
Himachal Pradesh,Wheat,2010,1521.7
Himachal Pradesh,Wheat,2011,1347.0
Himachal Pradesh,Wheat,2012,1698.3
Himachal Pradesh,Wheat,2013,1493.3
Himachal Pradesh,Wheat,2014,1496.8
Himachal Pradesh,Wheat,2015,1362.5
Himachal Pradesh,Wheat,2016,1596.2
Himachal Pradesh,Wheat,2017,1435.4
Himachal Pradesh,Wheat,2018,1538.3
Himachal Pradesh,Wheat,2019,1379.1
Himachal Pradesh,Wheat,2020,1379.7
Himachal Pradesh,Wheat,2021,1814.1
Himachal Pradesh,Wheat,2022,1414.3
Himachal Pradesh,Wheat,2023,1959.7
Himachal Pradesh,Wheat,2024,1208.5
Himachal Pradesh,Wheat,2025,1445.8
Himachal Pradesh,Maize,2010,934.3
Himachal Pradesh,Maize,2011,1049.1
Himachal Pradesh,Maize,2012,924.9
Himachal Pradesh,Maize,2013,939.8
Himachal Pradesh,Maize,2014,1060.5
Himachal Pradesh,Maize,2015,836.1
Himachal Pradesh,Maize,2016,933.2
Himachal Pradesh,Maize,2017,898.8
Himachal Pradesh,Maize,2018,933.1
Himachal Pradesh,Maize,2019,873.1
Himachal Pradesh,Maize,2020,761.6
Himachal Pradesh,Maize,2021,811.5
Himachal Pradesh,Maize,2022,946.4
Himachal Pradesh,Maize,2023,801.3
Himachal Pradesh,Maize,2024,1019.2
Himachal Pradesh,Maize,2025,838.8
Himachal Pradesh,Sugarcane,2010,16041.4
Himachal Pradesh,Sugarcane,2011,13593.2
Himachal Pradesh,Sugarcane,2012,17369.5
Himachal Pradesh,Sugarcane,2013,13836.8
Himachal Pradesh,Sugarcane,2014,16296.0
Himachal Pradesh,Sugarcane,2015,13346.5
Himachal Pradesh,Sugarcane,2016,14208.8
Himachal Pradesh,Sugarcane,2017,12085.6
Himachal Pradesh,Sugarcane,2018,16805.2
Himachal Pradesh,Sugarcane,2019,13522.1
Himachal Pradesh,Sugarcane,2020,13333.9
Himachal Pradesh,Sugarcane,2021,13904.4
Himachal Pradesh,Sugarcane,2022,15856.9
Himachal Pradesh,Sugarcane,2023,13977.2
Himachal Pradesh,Sugarcane,2024,15444.3
Himachal Pradesh,Sugarcane,2025,17048.5
Himachal Pradesh,Cotton,2010,6808.0
Himachal Pradesh,Cotton,2011,6112.9
Himachal Pradesh,Cotton,2012,6050.6
Himachal Pradesh,Cotton,2013,8416.6
Himachal Pradesh,Cotton,2014,7220.1
Himachal Pradesh,Cotton,2015,7576.6
Himachal Pradesh,Cotton,2016,6547.4
Himachal Pradesh,Cotton,2017,7967.0
Himachal Pradesh,Cotton,2018,8465.1
Himachal Pradesh,Cotton,2019,8183.0
Himachal Pradesh,Cotton,2020,5691.7
Himachal Pradesh,Cotton,2021,5843.3
Himachal Pradesh,Cotton,2022,6671.9
Himachal Pradesh,Cotton,2023,8004.2
Himachal Pradesh,Cotton,2024,7172.5
Himachal Pradesh,Cotton,2025,8384.5
Himachal Pradesh,Pulses,2010,1066.7
Himachal Pradesh,Pulses,2011,1177.0
Himachal Pradesh,Pulses,2012,1105.4
Himachal Pradesh,Pulses,2013,974.3
Himachal Pradesh,Pulses,2014,1405.7
Himachal Pradesh,Pulses,2015,1356.9
Himachal Pradesh,Pulses,2016,1361.3
Himachal Pradesh,Pulses,2017,1338.8
Himachal Pradesh,Pulses,2018,1153.5
Himachal Pradesh,Pulses,2019,1050.7
Himachal Pradesh,Pulses,2020,1028.8
Himachal Pradesh,Pulses,2021,1025.5
Himachal Pradesh,Pulses,2022,1211.1
Himachal Pradesh,Pulses,2023,1015.7
Himachal Pradesh,Pulses,2024,985.2
Himachal Pradesh,Pulses,2025,985.7
Himachal Pradesh,Soybean,2010,1079.2
Himachal Pradesh,Soybean,2011,957.2
Himachal Pradesh,Soybean,2012,995.8
Himachal Pradesh,Soybean,2013,754.0
Himachal Pradesh,Soybean,2014,1033.4
Himachal Pradesh,Soybean,2015,971.2
Himachal Pradesh,Soybean,2016,1117.3
Himachal Pradesh,Soybean,2017,807.4
Himachal Pradesh,Soybean,2018,1009.4
Himachal Pradesh,Soybean,2019,1003.6
Himachal Pradesh,Soybean,2020,932.7
Himachal Pradesh,Soybean,2021,865.6
Himachal Pradesh,Soybean,2022,775.2
Himachal Pradesh,Soybean,2023,716.2
Himachal Pradesh,Soybean,2024,1094.0
Himachal Pradesh,Soybean,2025,795.4
Himachal Pradesh,Potato,2010,428.0
Himachal Pradesh,Potato,2011,490.0
Himachal Pradesh,Potato,2012,415.2
Himachal Pradesh,Potato,2013,635.4
Himachal Pradesh,Potato,2014,464.7
Himachal Pradesh,Potato,2015,556.8
Himachal Pradesh,Potato,2016,557.1
Himachal Pradesh,Potato,2017,419.8
Himachal Pradesh,Potato,2018,454.3
Himachal Pradesh,Potato,2019,532.7
Himachal Pradesh,Potato,2020,426.8
Himachal Pradesh,Potato,2021,497.9
Himachal Pradesh,Potato,2022,410.5
Himachal Pradesh,Potato,2023,501.0
Himachal Pradesh,Potato,2024,529.2
Himachal Pradesh,Potato,2025,421.5
Himachal Pradesh,Tea,2010,7248.7
Himachal Pradesh,Tea,2011,5339.3
Himachal Pradesh,Tea,2012,4828.3
Himachal Pradesh,Tea,2013,7412.9
Himachal Pradesh,Tea,2014,6433.4
Himachal Pradesh,Tea,2015,6032.0
Himachal Pradesh,Tea,2016,6825.0
Himachal Pradesh,Tea,2017,6146.3
Himachal Pradesh,Tea,2018,5146.7
Himachal Pradesh,Tea,2019,6131.5
Himachal Pradesh,Tea,2020,4698.3
Himachal Pradesh,Tea,2021,6280.6
Himachal Pradesh,Tea,2022,6427.4
Himachal Pradesh,Tea,2023,6437.7
Himachal Pradesh,Tea,2024,7330.8
Himachal Pradesh,Tea,2025,5330.3
Himachal Pradesh,Groundnut,2010,1790.8
Himachal Pradesh,Groundnut,2011,2105.7
Himachal Pradesh,Groundnut,2012,1994.0
Himachal Pradesh,Groundnut,2013,1759.1
Himachal Pradesh,Groundnut,2014,2157.0
Himachal Pradesh,Groundnut,2015,2106.4
Himachal Pradesh,Groundnut,2016,2227.1
Himachal Pradesh,Groundnut,2017,1788.2
Himachal Pradesh,Groundnut,2018,2161.7
Himachal Pradesh,Groundnut,2019,2217.0
Himachal Pradesh,Groundnut,2020,1885.4
Himachal Pradesh,Groundnut,2021,1632.2
Himachal Pradesh,Groundnut,2022,1941.7
Himachal Pradesh,Groundnut,2023,2111.6
Himachal Pradesh,Groundnut,2024,1921.9
Himachal Pradesh,Groundnut,2025,1823.7
Jammu & Kashmir,Rice,2010,2267.9
Jammu & Kashmir,Rice,2011,2210.4
Jammu & Kashmir,Rice,2012,2715.1
Jammu & Kashmir,Rice,2013,2280.3
Jammu & Kashmir,Rice,2014,2860.3
Jammu & Kashmir,Rice,2015,2746.9
Jammu & Kashmir,Rice,2016,2752.3
Jammu & Kashmir,Rice,2017,2167.1
Jammu & Kashmir,Rice,2018,1924.4
Jammu & Kashmir,Rice,2019,1941.9
Jammu & Kashmir,Rice,2020,2205.3
Jammu & Kashmir,Rice,2021,2222.7
Jammu & Kashmir,Rice,2022,2633.7
Jammu & Kashmir,Rice,2023,2446.2
Jammu & Kashmir,Rice,2024,2313.9
Jammu & Kashmir,Rice,2025,2531.7
Jammu & Kashmir,Wheat,2010,1517.8
Jammu & Kashmir,Wheat,2011,1451.5
Jammu & Kashmir,Wheat,2012,1609.6
Jammu & Kashmir,Wheat,2013,1511.8
Jammu & Kashmir,Wheat,2014,1529.9
Jammu & Kashmir,Wheat,2015,1548.1
Jammu & Kashmir,Wheat,2016,1502.8
Jammu & Kashmir,Wheat,2017,1303.2
Jammu & Kashmir,Wheat,2018,1397.8
Jammu & Kashmir,Wheat,2019,1325.1
Jammu & Kashmir,Wheat,2020,1316.4
Jammu & Kashmir,Wheat,2021,1411.9
Jammu & Kashmir,Wheat,2022,1663.2
Jammu & Kashmir,Wheat,2023,1310.6
Jammu & Kashmir,Wheat,2024,1346.4
Jammu & Kashmir,Wheat,2025,1486.5
Jammu & Kashmir,Maize,2010,1024.9
Jammu & Kashmir,Maize,2011,1015.9
Jammu & Kashmir,Maize,2012,773.8
Jammu & Kashmir,Maize,2013,1051.0
Jammu & Kashmir,Maize,2014,998.0
Jammu & Kashmir,Maize,2015,855.1
Jammu & Kashmir,Maize,2016,1021.4
Jammu & Kashmir,Maize,2017,1000.1
Jammu & Kashmir,Maize,2018,873.8
Jammu & Kashmir,Maize,2019,1108.7
Jammu & Kashmir,Maize,2020,752.2
Jammu & Kashmir,Maize,2021,908.9
Jammu & Kashmir,Maize,2022,791.1
Jammu & Kashmir,Maize,2023,823.2
Jammu & Kashmir,Maize,2024,953.1
Jammu & Kashmir,Maize,2025,924.2
Jammu & Kashmir,Sugarcane,2010,16073.0
Jammu & Kashmir,Sugarcane,2011,15889.5
Jammu & Kashmir,Sugarcane,2012,14822.4
Jammu & Kashmir,Sugarcane,2013,15436.1
Jammu & Kashmir,Sugarcane,2014,15157.6
Jammu & Kashmir,Sugarcane,2015,10695.9
Jammu & Kashmir,Sugarcane,2016,15363.5
Jammu & Kashmir,Sugarcane,2017,14386.2
Jammu & Kashmir,Sugarcane,2018,13232.9
Jammu & Kashmir,Sugarcane,2019,13929.3
Jammu & Kashmir,Sugarcane,2020,13939.8
Jammu & Kashmir,Sugarcane,2021,16914.7
Jammu & Kashmir,Sugarcane,2022,13477.6
Jammu & Kashmir,Sugarcane,2023,16441.5
Jammu & Kashmir,Sugarcane,2024,14367.4
Jammu & Kashmir,Sugarcane,2025,13911.6
Jammu & Kashmir,Cotton,2010,7583.6
Jammu & Kashmir,Cotton,2011,6330.3
Jammu & Kashmir,Cotton,2012,5761.8
Jammu & Kashmir,Cotton,2013,6304.9
Jammu & Kashmir,Cotton,2014,7108.9
Jammu & Kashmir,Cotton,2015,8127.4
Jammu & Kashmir,Cotton,2016,6922.1
Jammu & Kashmir,Cotton,2017,6481.0
Jammu & Kashmir,Cotton,2018,7579.8
Jammu & Kashmir,Cotton,2019,5788.3
Jammu & Kashmir,Cotton,2020,7044.6
Jammu & Kashmir,Cotton,2021,7615.3
Jammu & Kashmir,Cotton,2022,6385.2
Jammu & Kashmir,Cotton,2023,7967.9
Jammu & Kashmir,Cotton,2024,7079.1
Jammu & Kashmir,Cotton,2025,7333.3
Jammu & Kashmir,Pulses,2010,1101.9
Jammu & Kashmir,Pulses,2011,1125.0
Jammu & Kashmir,Pulses,2012,1201.0
Jammu & Kashmir,Pulses,2013,1261.1
Jammu & Kashmir,Pulses,2014,1299.9
Jammu & Kashmir,Pulses,2015,1199.7
Jammu & Kashmir,Pulses,2016,1217.7
Jammu & Kashmir,Pulses,2017,1041.7
Jammu & Kashmir,Pulses,2018,1176.2
Jammu & Kashmir,Pulses,2019,1007.5
Jammu & Kashmir,Pulses,2020,1221.4
Jammu & Kashmir,Pulses,2021,1202.9
Jammu & Kashmir,Pulses,2022,1354.0
Jammu & Kashmir,Pulses,2023,1341.4
Jammu & Kashmir,Pulses,2024,1070.2
Jammu & Kashmir,Pulses,2025,991.3
Jammu & Kashmir,Soybean,2010,849.6
Jammu & Kashmir,Soybean,2011,1180.2
Jammu & Kashmir,Soybean,2012,912.3
Jammu & Kashmir,Soybean,2013,909.8
Jammu & Kashmir,Soybean,2014,856.0
Jammu & Kashmir,Soybean,2015,948.7
Jammu & Kashmir,Soybean,2016,927.6
Jammu & Kashmir,Soybean,2017,980.3
Jammu & Kashmir,Soybean,2018,897.3
Jammu & Kashmir,Soybean,2019,970.7
Jammu & Kashmir,Soybean,2020,876.2
Jammu & Kashmir,Soybean,2021,809.3
Jammu & Kashmir,Soybean,2022,974.1
Jammu & Kashmir,Soybean,2023,1024.9
Jammu & Kashmir,Soybean,2024,798.4
Jammu & Kashmir,Soybean,2025,824.8
Jammu & Kashmir,Potato,2010,557.4
Jammu & Kashmir,Potato,2011,476.9
Jammu & Kashmir,Potato,2012,580.7
Jammu & Kashmir,Potato,2013,438.9
Jammu & Kashmir,Potato,2014,535.0
Jammu & Kashmir,Potato,2015,559.3
Jammu & Kashmir,Potato,2016,505.5
Jammu & Kashmir,Potato,2017,406.7
Jammu & Kashmir,Potato,2018,541.7
Jammu & Kashmir,Potato,2019,385.3
Jammu & Kashmir,Potato,2020,620.5
Jammu & Kashmir,Potato,2021,570.7
Jammu & Kashmir,Potato,2022,502.2
Jammu & Kashmir,Potato,2023,470.4
Jammu & Kashmir,Potato,2024,613.3
Jammu & Kashmir,Potato,2025,513.7
Jammu & Kashmir,Tea,2010,5992.3
Jammu & Kashmir,Tea,2011,6498.8
Jammu & Kashmir,Tea,2012,6326.3
Jammu & Kashmir,Tea,2013,6062.4
Jammu & Kashmir,Tea,2014,4949.8
Jammu & Kashmir,Tea,2015,5511.5
Jammu & Kashmir,Tea,2016,6750.5
Jammu & Kashmir,Tea,2017,7217.8
Jammu & Kashmir,Tea,2018,4737.9
Jammu & Kashmir,Tea,2019,5940.3
Jammu & Kashmir,Tea,2020,6736.6
Jammu & Kashmir,Tea,2021,6515.0
Jammu & Kashmir,Tea,2022,6235.7
Jammu & Kashmir,Tea,2023,5683.2
Jammu & Kashmir,Tea,2024,6292.8
Jammu & Kashmir,Tea,2025,6170.3
Jammu & Kashmir,Groundnut,2010,2097.7
Jammu & Kashmir,Groundnut,2011,2499.4
Jammu & Kashmir,Groundnut,2012,1929.1
Jammu & Kashmir,Groundnut,2013,1909.5
Jammu & Kashmir,Groundnut,2014,2235.2
Jammu & Kashmir,Groundnut,2015,1997.1
Jammu & Kashmir,Groundnut,2016,2067.8
Jammu & Kashmir,Groundnut,2017,2050.2
Jammu & Kashmir,Groundnut,2018,2258.3
Jammu & Kashmir,Groundnut,2019,2466.2
Jammu & Kashmir,Groundnut,2020,1890.7
Jammu & Kashmir,Groundnut,2021,1848.5
Jammu & Kashmir,Groundnut,2022,2023.8
Jammu & Kashmir,Groundnut,2023,1976.9
Jammu & Kashmir,Groundnut,2024,2253.9
Jammu & Kashmir,Groundnut,2025,1623.4
Jharkhand,Rice,2010,2666.2
Jharkhand,Rice,2011,2745.0
Jharkhand,Rice,2012,2474.8
Jharkhand,Rice,2013,2317.8
Jharkhand,Rice,2014,2202.0
Jharkhand,Rice,2015,2176.9
Jharkhand,Rice,2016,2851.9
Jharkhand,Rice,2017,1918.0
Jharkhand,Rice,2018,2441.6
Jharkhand,Rice,2019,2426.1
Jharkhand,Rice,2020,2416.8
Jharkhand,Rice,2021,2386.1
Jharkhand,Rice,2022,2708.2
Jharkhand,Rice,2023,2062.8
Jharkhand,Rice,2024,2417.4
Jharkhand,Rice,2025,2562.1
Jharkhand,Wheat,2010,1511.3
Jharkhand,Wheat,2011,1506.6
Jharkhand,Wheat,2012,1400.2
Jharkhand,Wheat,2013,1292.2
Jharkhand,Wheat,2014,1482.7
Jharkhand,Wheat,2015,1615.6
Jharkhand,Wheat,2016,1473.5
Jharkhand,Wheat,2017,1657.7
Jharkhand,Wheat,2018,1322.8
Jharkhand,Wheat,2019,1481.5
Jharkhand,Wheat,2020,1867.7
Jharkhand,Wheat,2021,1747.9
Jharkhand,Wheat,2022,1384.0
Jharkhand,Wheat,2023,1550.3
Jharkhand,Wheat,2024,1406.1
Jharkhand,Wheat,2025,1316.5
Jharkhand,Maize,2010,754.8
Jharkhand,Maize,2011,1024.2
Jharkhand,Maize,2012,749.1
Jharkhand,Maize,2013,743.7
Jharkhand,Maize,2014,821.6
Jharkhand,Maize,2015,788.2
Jharkhand,Maize,2016,875.7
Jharkhand,Maize,2017,760.2
Jharkhand,Maize,2018,1082.8
Jharkhand,Maize,2019,776.0
Jharkhand,Maize,2020,979.5
Jharkhand,Maize,2021,665.8
Jharkhand,Maize,2022,1093.2
Jharkhand,Maize,2023,739.0
Jharkhand,Maize,2024,866.2
Jharkhand,Maize,2025,673.0
Jharkhand,Sugarcane,2010,13775.8
Jharkhand,Sugarcane,2011,17654.4
Jharkhand,Sugarcane,2012,12098.2
Jharkhand,Sugarcane,2013,13568.3
Jharkhand,Sugarcane,2014,15386.4
Jharkhand,Sugarcane,2015,14991.5
Jharkhand,Sugarcane,2016,13164.4
Jharkhand,Sugarcane,2017,15487.6
Jharkhand,Sugarcane,2018,14370.8
Jharkhand,Sugarcane,2019,16383.3
Jharkhand,Sugarcane,2020,17595.7
Jharkhand,Sugarcane,2021,11697.1
Jharkhand,Sugarcane,2022,17989.6
Jharkhand,Sugarcane,2023,12345.7
Jharkhand,Sugarcane,2024,13195.5
Jharkhand,Sugarcane,2025,12782.8
Jharkhand,Cotton,2010,7348.6
Jharkhand,Cotton,2011,6734.1
Jharkhand,Cotton,2012,8830.0
Jharkhand,Cotton,2013,6206.3
Jharkhand,Cotton,2014,7576.4
Jharkhand,Cotton,2015,7421.9
Jharkhand,Cotton,2016,7154.5
Jharkhand,Cotton,2017,6427.9
Jharkhand,Cotton,2018,6793.4
Jharkhand,Cotton,2019,6724.2
Jharkhand,Cotton,2020,6717.4
Jharkhand,Cotton,2021,6898.9
Jharkhand,Cotton,2022,6112.8
Jharkhand,Cotton,2023,6456.9
Jharkhand,Cotton,2024,6670.0
Jharkhand,Cotton,2025,6300.5
Jharkhand,Pulses,2010,1063.4
Jharkhand,Pulses,2011,1099.7
Jharkhand,Pulses,2012,1115.4
Jharkhand,Pulses,2013,977.9
Jharkhand,Pulses,2014,1158.1
Jharkhand,Pulses,2015,1121.8
Jharkhand,Pulses,2016,1564.6
Jharkhand,Pulses,2017,976.3
Jharkhand,Pulses,2018,1296.0
Jharkhand,Pulses,2019,1075.3
Jharkhand,Pulses,2020,1310.5
Jharkhand,Pulses,2021,1173.3
Jharkhand,Pulses,2022,1239.1
Jharkhand,Pulses,2023,1245.0
Jharkhand,Pulses,2024,1395.4
Jharkhand,Pulses,2025,1093.5
Jharkhand,Soybean,2010,931.0
Jharkhand,Soybean,2011,1107.7
Jharkhand,Soybean,2012,1133.8
Jharkhand,Soybean,2013,928.8
Jharkhand,Soybean,2014,760.8
Jharkhand,Soybean,2015,970.9
Jharkhand,Soybean,2016,935.5
Jharkhand,Soybean,2017,1009.8
Jharkhand,Soybean,2018,919.9
Jharkhand,Soybean,2019,837.5
Jharkhand,Soybean,2020,956.1
Jharkhand,Soybean,2021,782.8
Jharkhand,Soybean,2022,1105.0
Jharkhand,Soybean,2023,836.6
Jharkhand,Soybean,2024,970.0
Jharkhand,Soybean,2025,760.5
Jharkhand,Potato,2010,466.2
Jharkhand,Potato,2011,400.5
Jharkhand,Potato,2012,445.7
Jharkhand,Potato,2013,530.3
Jharkhand,Potato,2014,546.4
Jharkhand,Potato,2015,510.8
Jharkhand,Potato,2016,487.5
Jharkhand,Potato,2017,489.3
Jharkhand,Potato,2018,493.2
Jharkhand,Potato,2019,461.2
Jharkhand,Potato,2020,561.1
Jharkhand,Potato,2021,478.6
Jharkhand,Potato,2022,523.9
Jharkhand,Potato,2023,484.7
Jharkhand,Potato,2024,539.9
Jharkhand,Potato,2025,492.0
Jharkhand,Tea,2010,6705.3
Jharkhand,Tea,2011,5680.3
Jharkhand,Tea,2012,6660.8
Jharkhand,Tea,2013,5439.8
Jharkhand,Tea,2014,5963.9
Jharkhand,Tea,2015,5289.8
Jharkhand,Tea,2016,5398.3
Jharkhand,Tea,2017,4949.8
Jharkhand,Tea,2018,7174.2
Jharkhand,Tea,2019,6427.6
Jharkhand,Tea,2020,5233.5
Jharkhand,Tea,2021,5176.2
Jharkhand,Tea,2022,7276.9
Jharkhand,Tea,2023,6108.5
Jharkhand,Tea,2024,5963.7
Jharkhand,Tea,2025,5499.0
Jharkhand,Groundnut,2010,1677.4
Jharkhand,Groundnut,2011,2068.8
Jharkhand,Groundnut,2012,2164.3
Jharkhand,Groundnut,2013,1990.8
Jharkhand,Groundnut,2014,2067.8
Jharkhand,Groundnut,2015,1823.8
Jharkhand,Groundnut,2016,2089.1
Jharkhand,Groundnut,2017,1872.5
Jharkhand,Groundnut,2018,1792.6
Jharkhand,Groundnut,2019,1933.2
Jharkhand,Groundnut,2020,2163.2
Jharkhand,Groundnut,2021,2252.8
Jharkhand,Groundnut,2022,1801.6
Jharkhand,Groundnut,2023,2252.7
Jharkhand,Groundnut,2024,1973.8
Jharkhand,Groundnut,2025,1817.4
Karnataka,Rice,2010,2016.8
Karnataka,Rice,2011,2460.7
Karnataka,Rice,2012,2119.7
Karnataka,Rice,2013,2570.8
Karnataka,Rice,2014,2261.6
Karnataka,Rice,2015,2949.5
Karnataka,Rice,2016,2623.4
Karnataka,Rice,2017,2820.3
Karnataka,Rice,2018,2326.9
Karnataka,Rice,2019,2685.9
Karnataka,Rice,2020,2513.6
Karnataka,Rice,2021,2208.7
Karnataka,Rice,2022,2303.6
Karnataka,Rice,2023,2119.2
Karnataka,Rice,2024,2743.9
Karnataka,Rice,2025,2229.0
Karnataka,Wheat,2010,1571.1
Karnataka,Wheat,2011,1694.7
Karnataka,Wheat,2012,1407.6
Karnataka,Wheat,2013,1578.9
Karnataka,Wheat,2014,1740.3
Karnataka,Wheat,2015,1492.4
Karnataka,Wheat,2016,1548.4
Karnataka,Wheat,2017,1668.9
Karnataka,Wheat,2018,1619.8
Karnataka,Wheat,2019,1229.4
Karnataka,Wheat,2020,1578.8
Karnataka,Wheat,2021,1546.3
Karnataka,Wheat,2022,1373.5
Karnataka,Wheat,2023,1344.8
Karnataka,Wheat,2024,1135.2
Karnataka,Wheat,2025,1325.0
Karnataka,Maize,2010,942.4
Karnataka,Maize,2011,827.8
Karnataka,Maize,2012,892.3
Karnataka,Maize,2013,896.4
Karnataka,Maize,2014,847.7
Karnataka,Maize,2015,779.4
Karnataka,Maize,2016,965.7
Karnataka,Maize,2017,1020.1
Karnataka,Maize,2018,954.4
Karnataka,Maize,2019,878.4
Karnataka,Maize,2020,1022.2
Karnataka,Maize,2021,991.0
Karnataka,Maize,2022,774.1
Karnataka,Maize,2023,826.8
Karnataka,Maize,2024,718.9
Karnataka,Maize,2025,858.5
Karnataka,Sugarcane,2010,15594.5
Karnataka,Sugarcane,2011,15114.0
Karnataka,Sugarcane,2012,11634.8
Karnataka,Sugarcane,2013,12955.1
Karnataka,Sugarcane,2014,11597.9
Karnataka,Sugarcane,2015,15525.6
Karnataka,Sugarcane,2016,15204.7
Karnataka,Sugarcane,2017,13208.8
Karnataka,Sugarcane,2018,17165.0
Karnataka,Sugarcane,2019,17632.8
Karnataka,Sugarcane,2020,14611.3
Karnataka,Sugarcane,2021,17976.2
Karnataka,Sugarcane,2022,15081.7
Karnataka,Sugarcane,2023,12040.5
Karnataka,Sugarcane,2024,15581.4
Karnataka,Sugarcane,2025,16286.4
Karnataka,Cotton,2010,5510.8
Karnataka,Cotton,2011,8557.2
Karnataka,Cotton,2012,6936.6
Karnataka,Cotton,2013,6311.9
Karnataka,Cotton,2014,5968.1
Karnataka,Cotton,2015,7484.8
Karnataka,Cotton,2016,6967.0
Karnataka,Cotton,2017,5960.6
Karnataka,Cotton,2018,6466.1
Karnataka,Cotton,2019,7680.8
Karnataka,Cotton,2020,5642.9
Karnataka,Cotton,2021,7493.8
Karnataka,Cotton,2022,6461.0
Karnataka,Cotton,2023,7498.9
Karnataka,Cotton,2024,7485.8
Karnataka,Cotton,2025,6872.3
Karnataka,Pulses,2010,1301.0
Karnataka,Pulses,2011,1318.4
Karnataka,Pulses,2012,1026.0
Karnataka,Pulses,2013,1179.7
Karnataka,Pulses,2014,911.0
Karnataka,Pulses,2015,1082.5
Karnataka,Pulses,2016,1238.3
Karnataka,Pulses,2017,1156.1
Karnataka,Pulses,2018,971.5
Karnataka,Pulses,2019,1201.4
Karnataka,Pulses,2020,1044.5
Karnataka,Pulses,2021,1352.7
Karnataka,Pulses,2022,1290.8
Karnataka,Pulses,2023,1222.3
Karnataka,Pulses,2024,950.9
Karnataka,Pulses,2025,933.7
Karnataka,Soybean,2010,872.7
Karnataka,Soybean,2011,1015.1
Karnataka,Soybean,2012,1082.2
Karnataka,Soybean,2013,941.6
Karnataka,Soybean,2014,926.9
Karnataka,Soybean,2015,966.4
Karnataka,Soybean,2016,1099.6
Karnataka,Soybean,2017,1097.1
Karnataka,Soybean,2018,786.4
Karnataka,Soybean,2019,1042.4
Karnataka,Soybean,2020,974.3
Karnataka,Soybean,2021,897.4
Karnataka,Soybean,2022,845.9
Karnataka,Soybean,2023,1045.9
Karnataka,Soybean,2024,837.7
Karnataka,Soybean,2025,861.5
Karnataka,Potato,2010,438.7
Karnataka,Potato,2011,440.5
Karnataka,Potato,2012,527.7
Karnataka,Potato,2013,491.9
Karnataka,Potato,2014,506.4
Karnataka,Potato,2015,563.1
Karnataka,Potato,2016,549.0
Karnataka,Potato,2017,459.5
Karnataka,Potato,2018,411.1
Karnataka,Potato,2019,436.0
Karnataka,Potato,2020,544.7
Karnataka,Potato,2021,522.2
Karnataka,Potato,2022,446.2
Karnataka,Potato,2023,486.1
Karnataka,Potato,2024,426.2
Karnataka,Potato,2025,512.4
Karnataka,Tea,2010,5846.9
Karnataka,Tea,2011,5508.3
Karnataka,Tea,2012,6662.9
Karnataka,Tea,2013,6411.0
Karnataka,Tea,2014,5153.8
Karnataka,Tea,2015,5918.3
Karnataka,Tea,2016,5488.6
Karnataka,Tea,2017,5853.8
Karnataka,Tea,2018,7406.6
Karnataka,Tea,2019,5735.0
Karnataka,Tea,2020,5466.5
Karnataka,Tea,2021,5669.0
Karnataka,Tea,2022,6571.5
Karnataka,Tea,2023,5216.1
Karnataka,Tea,2024,5145.2
Karnataka,Tea,2025,6075.2
Karnataka,Groundnut,2010,2019.2
Karnataka,Groundnut,2011,2309.0
Karnataka,Groundnut,2012,1693.1
Karnataka,Groundnut,2013,2003.3
Karnataka,Groundnut,2014,2038.4
Karnataka,Groundnut,2015,2201.7
Karnataka,Groundnut,2016,2098.3
Karnataka,Groundnut,2017,2242.3
Karnataka,Groundnut,2018,1901.6
Karnataka,Groundnut,2019,2286.2
Karnataka,Groundnut,2020,2074.4
Karnataka,Groundnut,2021,1871.7
Karnataka,Groundnut,2022,1731.1
Karnataka,Groundnut,2023,2041.9
Karnataka,Groundnut,2024,2148.0
Karnataka,Groundnut,2025,1435.6
Kerala,Rice,2010,2527.2
Kerala,Rice,2011,2371.9
Kerala,Rice,2012,2794.6
Kerala,Rice,2013,2189.0
Kerala,Rice,2014,2614.5
Kerala,Rice,2015,2439.4
Kerala,Rice,2016,2487.8
Kerala,Rice,2017,1949.5
Kerala,Rice,2018,2506.2
Kerala,Rice,2019,2325.8
Kerala,Rice,2020,2072.2
Kerala,Rice,2021,1949.8
Kerala,Rice,2022,2640.5
Kerala,Rice,2023,2105.6
Kerala,Rice,2024,2188.4
Kerala,Rice,2025,2429.3
Kerala,Wheat,2010,1497.4
Kerala,Wheat,2011,1489.4
Kerala,Wheat,2012,1759.4
Kerala,Wheat,2013,1621.9
Kerala,Wheat,2014,1407.0
Kerala,Wheat,2015,1352.1
Kerala,Wheat,2016,1220.6
Kerala,Wheat,2017,1701.1
Kerala,Wheat,2018,1337.2
Kerala,Wheat,2019,1297.6
Kerala,Wheat,2020,1778.0
Kerala,Wheat,2021,1632.6
Kerala,Wheat,2022,1554.9
Kerala,Wheat,2023,1676.3
Kerala,Wheat,2024,1451.5
Kerala,Wheat,2025,1462.8
Kerala,Maize,2010,1068.1
Kerala,Maize,2011,871.6
Kerala,Maize,2012,870.4
Kerala,Maize,2013,992.7
Kerala,Maize,2014,866.3
Kerala,Maize,2015,779.4
Kerala,Maize,2016,734.4
Kerala,Maize,2017,781.7
Kerala,Maize,2018,904.3
Kerala,Maize,2019,898.5
Kerala,Maize,2020,1030.1
Kerala,Maize,2021,930.1
